subject,sessionIndex,rep,H.period,DD.period.t,H.t,DD.t.i,H.i,DD.i.e,H.e,DD.e.five,H.five,DD.five.Shift.r,H.Shift.r,DD.Shift.r.o,H.o,DD.o.a,H.a,DD.a.n,H.n,DD.n.l,H.l,DD.l.Return,H.Return
1,4,10,87.6,117.9,78.1,152.8,84.7,113.8,98.5,483.8,70.8,346.1,100.6,190.6,88.7,147.9,90,110.1,88.2,175.5,99.5,294.9,100.8
1,4,11,114.3,130.9,76.6,141.3,74.7,118,90.5,624.1,94.8,390.7,100.9,238.4,95.3,162.7,100.9,72.4,88.5,184.6,98.2,210.3,72.1
1,4,12,98.2,172,71.5,108.7,73.9,110.6,78.9,406.6,89.2,439.5,108.5,184.8,99.3,157.7,93.4,56.5,105.3,258.9,107.4,258.2,60.5
1,4,13,78.9,90.7,83.9,158.6,75.5,93,97.7,437.1,104.3,413.4,104.8,138.3,99.8,194.6,119.4,57.9,122,244.7,101.4,229.5,80.8
1,4,14,110.6,109.4,86.1,167.1,58.6,67.9,68.4,569,83.4,383,114.8,141.8,109.5,193,88.2,187.8,82.1,208.8,81,204.7,87.1
1,4,15,95,115.3,79.7,124.3,63.6,116.9,80.3,432.1,78.4,328.1,110.1,129.7,118,213.1,130.1,173.2,95.3,229.9,99.5,222.6,73.4
1,4,16,109.3,121.6,82.9,173.2,66.3,90.3,90,504.8,68.4,314.7,109,151.3,99.3,184.4,96.4,133.1,73.1,207.9,81.3,226.1,84.7
1,4,17,97.7,114,88.2,183.5,68.1,87.9,91.3,459.4,66.3,349.3,111.1,162.3,95.6,166.7,115.6,138.6,86.6,200.3,84.2,218.9,66.8
1,4,18,81.3,71.4,84.5,253.7,89.2,104,109.3,456.8,72.1,398.9,100.8,238.3,101.6,174.3,107.2,149.8,90,209,85.8,193.6,82.1
1,4,19,99.3,162.3,80.8,113.6,81.3,129.1,94.2,390,88.4,336.5,121.2,170.1,99.5,170.8,128.4,114.1,92.2,212.5,91.9,238.5,84.7
1,4,20,113.2,159.8,86.3,147.8,69.4,132.2,101.4,494.1,80.3,324.7,113.2,188.4,101.6,129.9,99.3,96.1,88,201.5,95.8,211,83.4
1,4,21,91.6,73.3,89.5,183.7,61.8,74.8,97.9,398.2,89.5,420.5,108,194.3,91.1,134.5,119.1,110.1,93.8,195.7,103.7,231.3,67.6
1,4,22,94.2,96.8,98.5,192.7,78.9,103.2,103.5,500.1,78.9,306.5,101.4,203.6,91.6,133.4,102.4,103.5,82.1,186.3,81,199.4,76.6
1,4,23,120.4,121.9,81.6,144.7,70.8,108.8,97.9,384.7,119.3,549.2,113,241,101.9,159.5,117,113.8,92.2,191.4,78.7,207.9,68.1
1,4,24,106.1,112.6,81.3,148.1,64.2,72.7,85.3,313.8,90,348.5,96.4,151.1,87.9,163.7,94,45.7,94.8,191.9,73.4,177.8,54.7
1,4,25,81.6,66.4,95.6,176.4,55.7,80.8,88.7,328,89.2,418.4,93.5,147.9,86.6,160.6,112.2,174.8,80,222.2,98.5,235.6,61.3
1,4,26,87.4,105.3,73.4,146.5,57.3,42.8,91.6,478.4,84.7,342.9,101.4,138.4,80.5,141,114.3,102.2,81.3,204.3,92.7,240.4,75.5
1,4,27,85,103.4,75,145.2,54.4,86.1,87.4,385.6,74.7,318.4,95.6,134.7,84.5,145.8,107.7,70.8,86.8,584.5,132.5,331.6,99.3
1,4,28,103.8,82.3,113,208,59.2,53.6,100.9,493.8,76.3,390.6,97.4,193.8,94,140.8,122.2,127.3,83.2,205.1,101.6,228.2,72.9
1,4,29,107.7,194.2,88.7,143.1,65.2,132.8,90,501.9,82.9,318.1,100,151,92.4,129.7,107.5,75.8,89.6,209.1,115.9,250.9,71
1,4,30,110.1,108.9,85,154.2,63.9,68.7,100.8,575.5,76.3,358.3,124.1,154.5,98.2,135.5,128,152.3,87.4,212.2,99.8,228.7,77.1
1,4,31,111.7,85.7,99.3,201.7,71.8,88.5,111.1,497.7,85.3,375.9,104.3,149.7,96.4,143.2,119.3,140.5,92.4,208.2,109,220.8,84.2
1,4,32,116.7,94.9,95.6,171.9,62.7,61.3,108.6,444,81.6,348,98,127.6,90.3,154.3,115.6,119.1,86.1,196.9,99.3,229.3,69.7
1,4,33,73.7,101.1,155.2,214.3,63.1,73.7,100,634.1,75.2,361.1,99.1,141.1,84.7,117,114.8,121.5,80.5,184.7,112.7,247.4,95.6
1,4,34,112.2,129.8,97.1,167.9,72.1,102,107.2,351,104.8,380.4,94.5,185.6,95,140.8,109,128.1,81.8,192.9,89.2,215,60.7
1,4,35,58.1,100.5,91.1,165.5,62.8,82.1,94,333.1,95.8,335.5,120.1,162.6,101.9,138.4,114.3,117,96.4,204.3,98.7,226.1,59.1
1,4,36,94.5,114.8,97.1,171.5,58.6,99.3,96.9,338.6,87.9,406,89.3,169.3,78.4,143.9,108.5,116.7,78.9,202.9,84.5,223.7,57
1,4,37,115.1,175.2,96.4,142.6,80.3,122.3,112.2,304.6,105.6,400.4,122.3,177,87.1,187.2,114,104.8,82.1,178.2,95.3,210.3,84.7
1,4,38,96.1,140.1,92.1,135.4,66.5,129.9,88.2,399.6,86.3,351.4,96.3,123.3,89.5,147.7,112.5,58.1,89.8,202,79.5,212.1,83.2
1,4,39,111.4,125.6,92.1,155.5,65.7,116.9,92.4,426.7,80.3,430.3,119.6,177.7,84.5,126,89.3,87.7,75.6,178.3,86.9,201.1,90.8
1,4,40,121.7,143.5,96.4,143.1,81.3,169.2,104.3,419.6,82.9,383.3,116.2,129.7,90,187.2,117.2,129.9,90.5,209,90.5,218.9,97.9
1,4,41,132,128.4,104.1,161.4,70,100.1,108.5,308,96.1,362.7,121.7,148.9,89.8,139.8,118.3,151.9,79.2,190.3,91.9,195.2,80.8
1,4,42,99.8,197.4,95.8,134.9,58.1,135.7,91.1,476.4,78.1,303.3,116.7,137.8,78.1,138.4,124.6,87.4,77.9,184.2,87.6,185.9,80.5
1,4,43,121.7,130.6,86.3,133.3,78.7,111.2,96.6,275.2,91.3,414.1,121.7,236.3,95.6,161.9,120.6,129.4,77.4,177.1,89.8,212.4,77.6
1,4,44,94,160.7,90,137.5,75.5,116.4,105.6,272.1,88.2,358.8,121.2,165.8,87.1,151.9,114.3,130.2,89.5,201.7,110.9,255.7,69.7
1,4,45,111.7,137.8,83.7,153.4,68.9,104.6,104.8,243.9,93.2,434.5,103.2,811.8,76.8,155.8,120.9,92.7,79.2,187.4,82.1,219,72.9
1,4,46,112.7,142.2,102.2,139.7,73.1,143.1,102.4,349.4,86.6,367.5,93.5,157.7,87.6,122.3,119.3,97.4,85.3,192.2,87.9,200.7,77.9
1,4,47,113.8,125.9,93.7,151.5,84.2,101.7,99,233.3,86.6,878,128.8,255.5,69.7,136.6,108.2,117.5,81.3,174.5,77.6,199.7,75.2
1,4,48,109.3,134.6,92.7,139.7,81.8,133.6,102.4,249.6,81.3,877.9,107.5,154.2,82.1,156.1,110.4,93,93.7,206.1,100.6,215.3,82.1
1,4,49,119.6,146.5,81.3,139.1,71.8,112.2,85,224.1,73.1,689.9,108.3,230.5,91.1,140.5,108.8,81.6,72.4,171.6,98.7,198.1,86.1
1,4,50,114.6,145.9,84.7,140.4,71.5,123.5,100.3,262.1,86.6,460.4,142,229.6,87.4,185.9,104.5,108,117.2,239.1,82.1,248,97.7
1,5,1,90,182,65,91.7,64.7,107,73.9,420.9,71.8,322.9,109.6,181.4,61.5,78.8,97.4,116.7,61.8,162.9,63.1,186.5,51.5
1,5,2,93.7,151.4,70.2,113,64.7,111.4,81.8,338.6,91.3,322.8,92.2,163.7,78.1,92.7,120.4,91.9,71.1,155.5,77.1,190.7,46.2
1,5,3,83.2,119.8,73.7,123.1,59.1,115.9,84.2,452.6,29.6,1187.4,99.5,144.4,66.3,104.1,101.7,45.5,69.2,158.7,55.7,165.1,43.6
1,5,4,75.5,128.2,79.2,108.3,55.5,117.5,70.2,316.1,77.6,316,123,173.7,75,106.2,102,60,84.3,174.8,63.1,183.1,25.6
1,5,5,80.5,143.8,79.7,111.7,65,97.5,73.4,343.4,86.9,315,113,191.7,69.2,99.4,126.5,70.3,81.1,177.4,71.5,193.1,43.6
1,5,6,101.4,139.1,90.5,121.9,65.7,102.7,82.4,454.7,73.4,335.3,102.4,147.6,67.6,133.4,100.6,56.5,64.8,165.9,61.5,175.4,59.9
1,5,7,93.4,152.4,80,115.7,59.4,101.9,82.4,399.8,78.9,339.2,100.9,176.7,74.2,109.9,100.3,85.8,70.2,168.6,75.8,187.6,53.3
1,5,8,99,142.7,79.2,116.7,62.3,132.8,80.5,275.5,89.8,355.9,126.7,170.5,81.3,132.1,114.1,44.4,74.5,183.5,66.8,168.8,50.7
1,5,9,112.4,129,80.5,131.2,58.9,121.5,71.8,404,67.6,335.3,110.9,143.4,77.1,158.2,104.6,25.1,51.8,207.5,93.2,208.9,63.1
1,5,10,94.8,179.7,65.7,57,72.6,144.1,85,387.1,77.1,336.9,101.1,156.6,82.6,169.3,97.2,15.4,113.3,204.3,107.2,211.6,62.6
1,5,11,82.6,102.9,83.9,143.8,53.6,96.4,78.4,278.7,81.3,396.2,92.9,176.3,71,111.7,105.4,67.4,77.1,168.7,78.4,176.7,65.5
1,5,12,73.7,214.3,78.4,125.9,57.6,114.4,76.3,757.9,72.9,339.8,123.8,205.6,111.9,204.1,92.4,47.3,103.2,237.8,82.9,215.3,83.2
1,5,13,40.4,350.4,76.6,134.4,63.1,121.5,73.1,357.3,93.2,406.3,98,157.1,80.3,156.4,91.2,26.5,69.5,184,60.2,203.4,62
1,5,14,74.7,108.9,74.4,103.7,63.4,97.5,71.3,211.2,80,443.4,102.5,175.1,79.7,143.1,87.2,18.8,62.3,185.6,65.7,221.8,63.9
1,5,15,87.9,159.3,69.7,106.4,62.6,89.8,79.7,589.3,72.6,339.8,111.7,155.5,72.3,152.9,97.5,59.2,131.8,235,78.7,191,62
1,5,16,65.2,85.2,86.1,151.6,61.8,72.9,94.8,476.6,73.4,332.1,98.3,188.1,71.5,148.1,101.9,50.7,84,185.6,88.2,196.6,72.1
1,5,17,92.7,115.1,79.2,125.7,57.8,89.2,80.3,270,89.8,656.1,97,135.8,85.8,128.4,104.6,67.4,73.7,190.9,81.3,213.4,64.4
1,5,18,107.4,152.2,106.1,146.5,84.2,158.1,89.2,538.3,83.2,375.4,106.5,134.8,71.8,152.4,73.1,47.8,90.8,211.1,70.8,166.2,73.7
1,5,19,79.5,57.2,95.3,182.9,59.7,40.4,97.7,484.3,68.4,406.2,113.1,211.6,63.4,136.3,92.4,116.7,71.3,184.2,56.8,184.7,68.6
1,5,20,70.5,54,99.8,197.5,65,58.1,82.7,295.7,98.2,536.6,108.5,161.8,79.7,169.3,125.5,35.7,67.6,747.2,109.3,231.6,71
1,5,21,81,112.9,79.5,133.1,53.9,78.7,76.8,506.4,67.1,329.8,108.5,168.4,100.3,192.2,108.5,128.1,81.3,199.8,91.3,229.7,56.8
1,5,22,105.9,119.6,70,127.6,69.4,74.4,74.4,223.2,98.2,394.2,120.7,244.2,109,285.1,103.7,141.5,80,182.9,83.4,191.5,73.4
1,5,23,79.2,112.1,80,140.5,53.9,81.9,91.1,218.6,89.5,439.5,113.5,193,87.1,136.8,102.7,89.8,78.9,188.9,71.8,208.7,71.5
1,5,24,69.4,127.9,71,103.5,62.6,98.5,82.4,224.4,84.5,648.5,115.4,131.3,102.9,157.4,90,36.7,95.1,216.5,85,307.4,109.3
1,5,25,79.5,148,82.4,123.3,57,140.2,81.6,396.4,83.7,358.2,105.9,147.1,90.8,183,98.5,6.9,88.4,624.9,93.4,222.1,79.5
1,5,26,103.7,136.9,80,129.1,63.6,57.8,97.7,445.2,85.8,372.7,101.9,154.4,76.8,179.3,108.2,201.2,76,213.7,81.6,695.3,106.4
1,5,27,76.6,137.8,70.2,109.6,58.9,113.6,70.8,352.9,83.9,365,102.2,123.6,88.2,169.3,115.4,96.4,81.9,191.9,74.2,198.4,48.9
1,5,28,70,107.7,65.5,134.4,62,75.8,72.9,219.1,83.7,697.9,103.3,137.1,91.6,149.8,105.1,180.6,76.6,205.4,72.9,186.3,83.9
1,5,29,95.3,132.2,68.9,121.7,71,83.7,84.2,378.2,93.4,345.5,85.3,106.7,75,183.8,95.3,154.7,66,192.4,74.4,176.7,77.9
1,5,30,73.4,170.4,70,88.2,65.7,467.1,88.4,530.9,68.1,468,115.4,151.3,65.5,109.9,117.2,89,71.8,182.1,62.6,205.5,72.6
1,5,31,86.6,150.7,88.4,124.1,57.8,104.8,87.6,367.1,85,359.8,107.5,109.6,77.6,156.9,107.2,85.8,76.1,171.1,71.3,187,68.1
1,5,32,93.4,121.6,77.9,140.2,69.4,92.7,77.4,562.7,84.5,337.4,102.8,101.4,71.4,172.3,112.4,125.9,63.1,208.8,81.8,219.4,73.7
1,5,33,88.4,95.7,90,163.7,70.2,48.3,85.8,219.9,101.9,448,133.4,226.6,79.5,107.6,117.2,147.1,70.8,178.2,82.9,205.5,73.1
1,5,34,90,156.2,86.9,120.2,65.5,131.2,92.4,655.5,103.5,513.6,136.3,230.8,91.1,127.4,118.3,139.5,68.6,185.8,88.4,346.9,65.7
1,5,35,85,153,82.4,132,72.9,118.6,92.4,475.8,68.4,340.3,118.6,128.9,115.9,169.6,104.5,117.8,79.2,193.7,76.3,219,73.1
1,5,36,92.9,115.3,81.3,156.3,67.9,73.7,94.5,456.5,63.1,362.7,125.4,163.2,78.1,151.3,103.2,116.5,70,202.2,78.1,261.7,85.3
1,5,37,104,139.6,85.3,142.3,67.9,83.5,92.1,471.3,90.3,316.8,123,163.7,92.9,155,121.8,92.2,86.7,210.5,93.7,218.2,76.8
1,5,38,108.3,102.1,96.1,168.7,75.8,85.3,84.7,247,103.5,412.1,110.9,214.9,73.1,129.1,143.4,105.4,80.6,188.3,86.9,224.5,75.5
1,5,39,96.1,105.8,83.2,183.5,65.8,58.9,85.8,450.7,101.1,344.2,126.4,156.8,94.5,157.4,96.1,115.2,83.2,184.8,94.2,195.7,70
1,5,40,67.9,108.5,110.3,163.1,66.8,114.1,99.3,292.2,109.8,421.8,129.9,153.4,75.5,138.9,108.2,106.9,62.6,177.7,78.7,217.7,59.9
1,5,41,81.6,130.6,89.2,130.7,71.3,135.2,94.8,379.5,96.6,331.8,100.9,131,75.5,128.1,117.2,78.4,78.7,184.8,92.1,199.4,51
1,5,42,93.4,222.1,94,137.8,69.7,158.4,98.5,282.2,93.7,383,126.4,146,88.4,146,116.2,113.3,77.9,173.7,86.1,210,66.3
1,5,43,95.3,198.1,80.8,149.2,61.5,69.5,74.7,511.2,83.7,322.9,144.7,161.6,70.2,148.9,115.9,66.8,74,183,77.6,196,80.5
1,5,44,88,73.6,81.6,196.7,59.8,20.4,80.6,493.8,85.3,398.6,105.8,111.6,84.7,148.1,112.8,76.1,69.2,174,69.2,186.5,61.3
1,5,45,81.6,118.5,89,148.4,67.9,75.9,96.4,266.9,63.9,684.6,124.6,130.4,92.9,174,111.1,126.5,76.6,179.8,91.3,202.3,82.4
1,5,46,56.2,97.3,89.2,415.7,81,182.4,97.1,346.2,57.3,936.8,127,225.5,97.7,156.9,108.5,107.2,67.1,174,86.6,194.7,83.2
1,5,47,101.6,130,84.7,144.4,77.4,92.7,89.5,230.4,109.8,366.9,120.1,173.4,104.5,161.1,101.9,56,96.1,234.6,85.8,264.6,79.7
1,5,48,105.9,109,92.1,154.1,72.3,106.9,85,210.6,102.9,388,124.1,164,79.5,185.7,93.5,10.4,87.1,304.5,106.4,278.6,106.1
1,5,49,60.7,148.2,103.7,147.3,89,131.8,89.2,262.6,97.1,407.8,113,138.9,82.6,144.7,81.6,48.1,84.2,211.1,92.4,234.8,72.9
1,5,50,94.2,135,86.6,128.9,70.8,99.3,96.4,282.2,116.7,374.1,86.6,130.2,80,146.1,104.8,75.8,80.8,161.8,94.2,202,59.7
1,6,1,95.6,146.5,71,107.2,62,71,71.8,366.8,106.9,332.1,110.4,130.5,87.9,127.6,112.5,89,68.7,152.4,91.3,205.7,65
1,6,2,99,146.4,72.9,105.7,67.9,102.5,72.1,350.2,93.2,306.3,109,180,82.4,116.5,98,83.5,72.9,154.7,71.5,187.2,49.6
1,6,3,85.3,119.3,77.4,110.2,70.8,113.1,76.3,343.1,86.6,338.9,102.2,190.6,67.3,135.5,103.8,65,73.2,174.8,75.8,182.6,65.5
1,6,4,84.2,126.1,70.5,110.6,59.7,87.7,79.5,316.7,72.3,349.5,97.7,145.5,68.9,130,99.8,90.8,58.9,160.5,74.2,298.9,65.7
1,6,5,70.2,110.8,77.6,133.3,68.4,117,73.4,306.1,86.9,382,96.9,131,69.2,156.4,100.8,38.3,76.3,320.7,108.5,257.2,70
1,6,6,99.8,130.6,72.6,117.8,70,102,87.1,666.8,94,346.9,103.5,114.9,86.6,162.7,116.2,61.6,87.4,182.1,84.5,191,63.9
1,6,7,82.4,89.5,78.9,138.6,60.7,83.7,83.2,350.5,79.5,336.4,85,152.3,71,169.3,126.4,161.3,92.1,174.2,92.7,186.8,93.7
1,6,8,107.2,103.4,83.7,139.4,69.7,87.2,73.7,278.5,80,360.6,85.6,104.6,86.3,151.6,100.4,57.1,66.6,150.8,78.1,168.3,69.2
1,6,9,85.5,148.8,74.4,120.9,58.6,92.1,67.6,205.9,86.9,416.3,114.4,196.2,76,125.4,106.7,91.9,69.5,153.9,85.3,182.8,77.4
1,6,10,83.7,120.3,73.7,115.2,83.7,131.2,68.4,376.6,67.3,305.4,103.5,114.6,77.1,144,90.1,24.9,89.8,197.2,90,199.9,58.9
1,6,11,77.6,101,86.6,142.6,68.4,82.7,78.4,224.6,101.9,529.4,100.1,119.9,76.8,162.1,160.8,22,70.2,241.2,102.4,220,67.6
1,6,12,68.9,132.7,82.9,115.7,64.7,88.2,72.9,611.2,71.3,489.4,117.8,163,76.3,138.4,117.7,94.5,83.4,166.5,83.4,155.6,87.9
1,6,13,103.6,99.2,74.5,130,71.9,62.6,90.1,219.4,98.7,412.1,120.6,186.9,84.2,151.1,112.5,58.4,71.3,162.9,80.3,186.3,69.4
1,6,14,92.7,118.2,70.2,118.5,66.3,87.7,71.5,634.9,94.5,453.7,133.1,210.7,73.4,145.8,116.7,59.2,76.3,160.2,67.9,161.5,80.5
1,6,15,87.1,198.7,68.1,86.1,68.1,115.1,73.7,250,86.1,321,93.5,113.6,81.6,183.3,114.6,21.4,77.6,233.9,86.1,198.2,74.7
1,6,16,80.5,115.3,78.7,115.2,69.7,99.8,76.8,323.8,89,335.6,93.8,92.4,95.1,179.9,113.5,72.1,84.5,179,81.3,185.7,80.8
1,6,17,88.2,89.5,82.6,132,74,70.5,74.3,290.4,94,357.5,93.8,111.3,78.1,193.5,86.3,136.8,67.6,166.6,59.4,169.6,71.3
1,6,18,72.1,23.7,146.2,267.6,67.1,44.1,84.3,434.7,84.2,344.8,97.1,124.1,67.1,151.4,99.1,60,81.1,181.1,75.8,181,67.1
1,6,19,60.7,110.2,76.8,151.2,61,90.9,67.1,331.2,75.5,319.9,109.9,141.6,78.1,158.9,84.7,38.3,75.5,176.6,67.1,173.3,71.3
1,6,20,78.9,134.5,76.8,118,70.8,106.5,66.5,284.5,79.5,307.8,99,131.2,88.4,165.8,110.6,148.1,60.2,166,87.6,182.2,86.1
1,6,21,80,103.9,85.8,143.4,73.1,162.3,77.4,510.2,75.8,317.1,102.9,131.7,78.9,145,107.7,136.5,68.1,171.8,80.8,181.8,82.9
1,6,22,82.6,93.6,70.8,142.6,52.1,34.6,74.5,202.5,78.4,542.4,90.6,228.1,77.9,143.2,113.8,75.8,65.8,168.2,70.5,165.9,74.2
1,6,23,99,116.4,68.6,109.3,68.9,81.9,77.4,228.3,97.7,345.4,97.2,129.4,79.2,132.3,115.1,61.8,73.2,166.6,76.3,179.6,68.9
1,6,24,64.4,84.4,76.8,121.7,64.4,95.8,73.9,254.9,84.5,372.2,112.3,155.3,83.2,176.5,108.6,32,60.2,451.6,97.9,188.6,85.5
1,6,25,91.9,131.2,76,136.7,66.8,83.2,87.4,242,94,331,76.6,129.1,79.7,128.4,98.2,73.7,81,169.9,74.4,164.6,79.5
1,6,26,84.7,124.7,78.7,116.2,63.9,81.6,87.4,182.1,91.6,315,121.2,231.8,94.5,169.5,115.9,73.4,82.9,188.7,73.7,172.3,71.3
1,6,27,87.4,141.4,70.2,117.7,63.9,98.2,79.7,293.7,76.8,290.3,100.1,90.3,86.9,166.4,118.8,137.6,71.8,165.7,80,184.4,77.6
1,6,28,92.9,124,90.8,153.1,63.1,62,79.5,478.5,80,327.1,97.7,105.9,82.1,158.5,91.3,57.3,74.7,175.8,77.1,164.9,82.1
1,6,29,81.6,98.4,77.9,137.3,63.4,83.8,82.4,330.4,78.9,356.4,99,150.8,80.8,130,111.4,67.1,70,166.8,70,165.2,76.6
1,6,30,89.8,93.2,71.8,133.6,64.7,72.7,80.5,597.2,64.4,323.1,96.9,143.4,81.3,153.4,105.6,47.3,77.6,196.9,73.9,190.7,78.1
1,6,31,88.7,91.8,77.4,140.5,63.4,82.7,85.5,231.2,101.6,362.9,97.5,154.8,77.1,131.6,110.1,79.2,70.8,412.5,105.1,244.3,69.7
1,6,32,88.4,129.2,70,143.1,75.8,79,72.3,263.9,86.9,350.6,84.6,143.2,80.8,146.9,105.7,69.5,85.9,214.9,54.4,181,70.5
1,6,33,78.4,100.8,78.7,140.5,59.9,68.6,87.4,278.5,80.5,355.6,87.7,114.4,82.4,226.8,148.6,331,104,240.2,89.8,183.6,91.6
1,6,34,107.2,103.9,75.3,129.2,75.8,90.9,76,352.3,78.7,334.5,81.9,103.6,82.4,166.4,110.9,42.8,94.8,199.6,74.4,189.9,86.1
1,6,35,86.1,113.7,72.6,128.6,66.3,90.3,66.5,350.2,87.9,346.3,83.4,92.1,74.2,175.6,107.4,128.3,67.1,215.9,90.8,265.1,78.4
1,6,36,82.1,78.8,81.6,134.7,70,95.6,71.8,251.8,76.8,313.1,110.6,176.1,87.6,163.2,126.4,132,71.3,183.7,84.5,212.9,70
1,6,37,86.6,121.9,67.1,136,63.4,68.2,71.5,235.9,98.7,375.4,92.7,147.6,77.4,139,96.4,118.6,75,198.2,77.9,190.7,77.1
1,6,38,78.9,118.2,77.9,110.9,69.2,110.4,80.3,239.4,61,325,118.1,175.4,75,121.5,114.6,107.5,70.2,161.5,74.7,196.5,74.4
1,6,39,90,109.5,83.7,138.9,72.6,62,85.3,317.5,89,348.7,92.5,161.1,108.5,130.5,105.1,175.1,79.7,180.2,89.2,214.4,104.8
1,6,40,79.7,191.8,72.9,142.9,56.2,114.8,69.7,289.5,77.4,303.6,96.6,109.8,77.9,141.9,109.8,68.9,67.9,164.2,70.5,175.2,62
1,6,41,82.4,140.4,76,110.6,73.4,112,81,328.3,83.2,354.6,111.7,128.9,81,142.1,126.4,110.6,61.3,162.4,79.5,188.6,78.1
1,6,42,90.5,104.7,83.7,147.1,62.6,76.6,80.8,287.7,103.5,378.8,125.4,229.1,78.7,123.9,100,109.6,84.2,185,85.8,196,71.5
1,6,43,79.5,140.7,87.4,142.3,66,105.4,78.4,286.6,80,372.5,93.8,114.2,90.5,149.2,95.4,90.6,73.2,163.4,84.7,192,79.5
1,6,44,94.2,134.8,73.4,141,64.2,89.3,70.5,330.4,89.2,350,100,159.1,76.6,111.5,110.9,135.5,62.3,159.9,88.7,192.3,83.2
1,6,45,113,131.9,83.4,159.7,58.9,172.9,81.3,555,81.6,305.7,99.6,144.2,84.2,107.5,97.7,112.5,72.6,177.9,88.7,192.3,53.9
1,6,46,96.9,128.8,78.4,131.5,59.1,87.6,83.9,344.6,90.8,349.3,111.5,191.8,77.9,115.2,105.1,112.3,78.7,187.2,81.3,188.6,67.6
1,6,47,59.9,90.7,81,168.1,52,66.5,86.9,342.1,83.2,374.1,94.8,143.4,65.2,122,116.2,112,87.1,185.3,81,199.4,73.1
1,6,48,104.3,98.4,76,150.7,72.3,78.1,84.7,279.4,96.4,370.4,106.4,125.2,81.8,174,121.9,167.4,81,198.2,85.5,219.7,69.4
1,6,49,107.4,136.6,73.1,117.2,65.5,95.9,81,311.4,83.2,367.7,90.8,171.8,81.8,98.8,110.6,129.9,81.3,174.7,91.9,182.8,79.7
1,6,50,115.1,129.6,82.1,140.2,63.9,143.1,92.9,381.1,94,427.9,122.8,120.4,97.4,283.5,115.1,118.3,89,197.7,92.9,209.4,57.6
1,7,1,101.6,287,71.8,121.4,57.6,125.2,81,691.1,69.4,359.2,121.2,171.1,78.4,156.9,109.6,86.4,80,199.3,84.5,235.9,76.6
1,7,2,109.5,200.2,69.2,101.2,76.3,105.6,76.8,446.5,92.7,915.4,145.2,343.9,97.4,143.4,112.4,116.4,78.7,165.3,77.4,185.5,75
1,7,3,102.9,139,69.4,104.3,72.3,97.7,78.7,309.3,97.9,368.7,110.4,152.4,89,150.3,101.7,55,85,194.2,72.1,188.6,68.4
1,7,4,109.3,119.3,70.2,126.7,77.6,101.4,71,368.1,96.6,439,104.6,219.7,92.9,126,86.9,75.5,77.7,165,82.9,174.9,71.8
1,7,5,97.9,151.9,72.1,102.2,72.1,111.2,78.1,317.7,96.4,355.9,99.6,212.8,86.9,132.4,119.3,83.7,97.7,175.5,101.9,207.9,79.2
1,7,6,91.9,99.8,91.1,132.8,71.8,94.3,87.6,260.2,85.3,401.2,116.4,174.2,87.4,167.2,102.8,92.2,104.1,196.5,81,193.6,73.4
1,7,7,93.4,122.4,67.1,115.4,77.4,91.2,71.3,313.5,83.7,420.5,115.6,144.4,97.1,171.1,82.1,145.2,61.8,162.3,84.7,182.2,80.3
1,7,8,92.7,113.5,66.5,128.3,70.2,109.6,84.2,383.2,92.7,370.7,115.6,127.8,83.7,148.2,120.6,405.7,132,294.6,100.3,237.4,83.2
1,7,9,118.8,209,66.8,93,86.6,141,78.1,390.3,78.4,384.9,110.4,153.2,75.8,139.2,99.3,82.7,77.6,166.8,87.1,219.5,82.1
1,7,10,116.1,182.8,62.8,88.7,96.4,127.6,71.3,336.5,82.1,376.7,117.5,162.9,105.6,176.2,126.7,57.3,87.1,187.9,92.7,219.3,103.5
1,7,11,106.9,132.2,70,137.3,77.4,99.1,90.8,409.8,79.2,380.6,134.2,164.3,75.2,324.9,141.2,202.5,88.7,203.5,79.7,197.3,72.6
1,7,12,86.6,163.1,68.4,120.9,66.8,130.4,75.5,465,73.7,360.6,104.6,164.8,85,156.1,82.7,75,84.6,192,92.4,244.6,61.8
1,7,13,98.2,143,65.2,124.1,63.9,88.2,89.5,404,78.1,415.8,88.5,125.2,77.1,150,109.3,110.4,66.3,182.1,89.5,232.4,62.3
1,7,14,88.7,141.9,59.4,136.8,63.6,95.6,73.7,609.1,72.1,388.6,110.1,193.1,76,176.9,113,168.2,101.1,190.6,94.8,211.6,92.4
1,7,15,96.6,120,84.5,148.1,72.1,88.8,79.5,290.1,80.3,402.6,90,170,85.3,123.9,105.9,117.6,78.1,172.3,92.1,201,62
1,7,16,95.3,130.1,76.3,108,72.6,99.8,88.2,326,107.4,373.5,114.9,141.6,72.6,169.5,117.5,105.4,79.2,184.5,95,215.2,87.9
1,7,17,106.1,271.2,102.4,170.8,78.1,146.2,80.5,387.4,76.3,403.9,101.7,138.7,81.3,218.4,155.8,5.1,79.2,242.3,95.3,203.4,81
1,7,18,104.3,231.2,75.2,112.7,82.6,206.1,83.9,621.4,70.8,339.2,102.7,110.9,94.8,195.7,77.7,13.5,60.2,214.6,95.6,255.2,81
1,7,19,100.6,149.4,61.5,104.5,81,111.4,59.7,312.2,78.1,347.9,89.2,132.1,93.2,156.1,93,89.8,85.1,181.9,84.5,178.1,72.6
1,7,20,118,128,91.9,124.7,87.9,103,85.8,279.5,81.8,381.7,110.9,128.4,96.9,174.3,98.2,68.4,90,180.2,99,180.4,83.9
